292.81 292.6 292.82 292.69 293.63 292.45 293.36 293.11 293.61 291.9 292.16 290.5 294.88 295.92 297.22 296.76 295.84 297.24 297.21 300.81 300.95 300.74 300.89 300.92 300.0 293.0 292.62 293.1 292.29 292.79 297.81 296.32 295.77 296.35 295.89 294.6 294.0 293.76 286.14 292.7 292.99 292.41 292.27 292.53 293.9 292.21 292.4 294.42 293.9 293.85
292.89 292.69 293.05 292.53 291.33 292.55 292.96 292.69 293.22 292.82 291.3 293.0 295.17 295.5 295.83 295.62 295.64 296.55 296.38 296.82 297.37 300.18 299.24 293.35 293.93 292.7 292.38 292.35 292.46 292.71 290.82 297.5 294.87 295.81 295.19 294.81 294.4 294.54 291.24 292.36 291.94 292.45 292.95 292.62 292.69 291.2 291.26 291.68 293.17 294.0
291.56 290.92 291.58 292.25 292.1 292.13 292.94 292.39 292.86 292.03 290.22 291.15 298.63 299.65 300.0 299.49 300.79 300.01 296.78 296.75 296.85 295.89 298.51 292.15 293.2 292.42 291.82 291.95 292.19 291.4 295.69 294.42 293.54 293.56 295.45 295.1 294.46 292.35 291.78 292.57 292.74 293.12 293.72 292.73 291.09 291.9 291.0 291.61 292.87 293.97
287.74 287.49 289.17 290.56 290.38 292.1 291.93 291.59 292.48 290.42 289.61 289.97 298.21 299.19 299.35 298.99 299.57 299.48 296.25 296.3 297.4 295.11 296.06 292.82 293.47 292.29 292.39 291.89 291.97 295.08 295.61 295.12 293.05 292.21 292.58 291.98 291.98 292.65 292.27 291.51 292.09 292.07 291.81 292.74 290.38 291.85 293.23 290.37 292.53 292.4
286.53 286.62 289.37 289.34 289.79 290.29 291.45 295.44 288.84 289.27 290.24 290.7 290.15 292.89 293.89 293.91 293.81 293.79 296.34 296.73 295.65 294.83 295.0 296.27 294.05 292.9 292.09 291.67 292.07 295.79 294.55 293.35 292.48 291.92 292.01 291.85 293.08 291.21 292.69 292.58 292.95 292.51 292.52 293.35 290.69 290.66 291.33 290.84 291.07 292.79
285.99 286.84 287.9 288.63 289.95 289.6 297.24 296.4 294.62 296.08 290.03 290.21 290.99 292.2 292.89 293.43 293.19 293.92 295.52 296.19 294.89 294.57 294.41 295.85 295.42 292.41 292.0 290.59 295.15 295.11 294.61 294.17 292.8 292.17 293.31 291.63 292.87 291.91 291.86 292.8 293.74 292.57 292.39 292.21 292.88 290.28 289.96 290.96 291.77 291.54
285.96 286.95 288.14 288.67 288.9 295.08 296.86 295.22 294.99 295.02 295.47 295.89 291.47 291.84 292.2 292.68 293.17 294.2 296.11 295.66 295.21 295.14 295.3 296.06 295.67 294.74 290.93 294.42 294.34 293.26 294.2 293.51 292.78 292.32 292.29 292.17 292.33 292.1 292.84 292.29 292.16 291.98 291.62 291.14 291.56 290.74 290.16 290.85 291.71 291.7
286.26 285.64 289.69 288.31 294.08 294.89 295.92 296.37 291.27 295.17 295.41 295.38 295.83 291.52 291.24 295.35 296.49 292.19 292.74 292.54 295.24 294.41 294.08 294.12 293.91 294.15 293.71 294.04 293.22 293.92 292.86 292.98 293.69 292.67 292.21 292.28 292.72 293.61 294.13 293.04 291.92 292.43 293.0 292.31 292.46 292.27 291.36 290.89 292.28 292.35
285.22 285.92 288.76 294.96 293.89 295.13 295.99 294.93 290.34 291.42 291.3 295.54 291.44 291.16 290.82 294.39 295.51 291.86 291.59 292.2 292.26 289.07 293.59 293.73 293.18 293.93 293.14 293.88 293.67 292.68 292.7 291.81 292.84 292.9 293.12 293.06 292.43 293.06 294.05 293.43 292.31 292.37 292.58 293.46 292.68 293.57 291.49 291.17 291.58 291.65
286.21 285.66 287.61 286.09 293.18 293.25 295.65 294.88 290.1 291.27 290.74 290.57 290.35 291.56 290.43 293.48 294.99 291.24 290.5 292.13 290.25 289.98 288.18 288.64 288.13 288.58 292.9 293.77 293.65 292.73 292.32 292.21 293.11 292.64 292.23 293.46 292.51 292.36 295.09 294.01 292.99 293.44 292.94 293.28 293.41 295.29 294.71 295.68 293.12 292.69
294.31 286.4 286.51 285.36 285.73 285.47 294.22 289.16 290.24 290.65 290.31 288.7 289.69 289.8 290.56 293.38 293.42 290.83 291.75 290.01 290.09 288.68 288.05 288.27 287.69 288.68 293.94 293.98 293.67 293.5 292.97 292.6 291.85 292.47 292.77 292.48 290.4 290.47 294.62 293.58 294.16 294.49 293.85 293.63 294.72 296.53 295.72 295.89 295.13 294.31
294.6 294.03 285.42 284.74 284.4 285.62 289.78 288.73 290.71 289.9 289.74 288.92 288.77 289.56 290.21 293.18 293.2 289.82 289.22 290.36 290.25 289.21 288.87 287.83 288.65 288.58 294.02 293.84 293.44 294.23 293.98 292.28 292.41 292.86 288.57 288.39 290.25 290.17 289.53 289.56 295.03 295.47 294.37 295.61 295.63 296.05 295.56 295.84 294.92 295.72
295.16 294.74 285.83 285.64 284.99 285.0 288.77 289.11 289.48 288.91 288.78 288.42 288.58 289.13 289.66 293.36 292.89 286.73 287.8 289.54 290.06 288.45 287.78 289.11 287.67 292.36 292.72 294.02 294.77 295.31 294.85 293.57 288.51 289.06 289.21 289.53 290.53 289.64 290.21 291.7 296.5 296.3 295.02 294.26 295.56 296.36 295.61 293.92 295.1 296.1
294.47 293.92 293.48 288.75 283.79 288.45 288.3 289.1 289.0 288.5 288.45 289.92 289.07 289.8 290.13 294.21 292.82 294.02 293.98 294.53 295.09 294.82 294.51 293.57 292.1 292.92 293.06 292.64 294.93 295.32 295.02 294.32 289.42 288.43 289.46 290.21 290.09 290.49 290.75 291.43 296.3 295.25 295.08 295.1 294.59 295.76 295.06 294.74 294.34 295.14
293.26 292.88 293.29 288.41 287.51 287.76 289.57 288.08 292.42 293.83 293.68 294.82 290.3 290.73 291.66 291.75 290.95 293.82 294.77 295.89 294.98 295.04 294.56 293.26 291.74 292.99 293.2 293.38 294.78 295.87 295.1 294.29 293.45 289.72 290.38 290.6 290.53 290.82 290.54 291.67 296.65 296.88 295.8 295.07 294.92 295.27 295.93 295.93 294.81 295.73
292.71 293.14 292.6 288.7 287.12 288.3 291.21 291.33 291.66 292.68 293.51 293.07 289.69 290.13 291.09 289.95 288.28 292.82 293.39 294.24 293.99 294.62 292.18 291.69 291.28 291.89 291.42 292.53 294.71 294.82 293.52 295.06 293.15 289.33 290.25 289.83 290.11 290.6 290.25 291.87 296.8 296.42 296.06 295.4 294.43 294.79 296.41 294.05 294.48 294.09
292.8 291.95 292.11 287.63 287.14 287.1 290.34 289.68 290.37 290.73 292.06 292.26 287.99 288.65 290.51 289.37 288.31 289.66 293.58 290.23 290.7 290.82 291.09 291.36 291.75 291.6 290.37 292.36 294.95 295.26 293.98 293.74 293.06 291.04 291.27 290.57 290.74 291.76 293.09 292.9 297.02 295.96 296.05 294.99 294.99 295.04 295.53 295.46 294.26 293.75
292.2 292.23 286.71 286.95 285.85 285.44 291.01 289.44 290.59 291.12 291.74 292.36 287.33 288.23 289.06 290.09 289.04 289.67 292.52 290.65 290.07 290.86 291.42 289.89 291.9 291.15 291.83 292.48 294.81 294.25 294.53 293.6 293.51 291.22 291.61 291.35 291.45 292.09 292.93 292.09 292.12 296.76 296.01 294.97 295.09 293.99 295.29 295.61 294.75 295.41
287.26 288.61 288.49 287.17 286.65 286.44 283.14 289.86 289.68 290.85 291.69 291.79 291.21 290.61 291.43 292.1 292.73 293.17 292.16 288.59 289.31 289.59 289.73 289.7 290.6 290.99 291.55 292.47 290.63 291.38 294.66 294.17 294.17 292.61 292.26 293.16 292.52 291.46 292.43 293.15 293.04 291.59 295.68 293.93 293.3 295.13 294.95 295.43 296.32 297.59
286.27 286.97 287.15 287.41 287.06 283.98 283.0 287.55 287.98 288.81 288.71 289.35 291.79 292.35 292.12 292.13 292.37 292.4 292.05 288.6 288.92 289.32 289.36 289.03 290.52 291.13 291.84 290.41 289.98 290.68 290.04 290.28 294.04 292.55 292.47 293.69 292.76 292.56 291.83 292.86 292.69 291.37 291.54 295.31 294.11 295.01 295.41 296.2 295.66 297.09
286.53 287.41 286.49 286.35 284.65 283.89 284.06 288.6 287.7 288.12 288.04 289.87 290.38 290.66 292.35 291.81 291.73 291.48 292.58 288.77 288.73 289.98 287.74 287.39 287.05 287.43 292.53 289.61 289.51 290.0 289.1 288.71 296.18 292.4 292.68 293.96 294.67 291.89 290.21 290.75 291.63 291.22 291.11 295.3 295.35 295.36 296.32 295.78 295.14 296.82
286.47 285.83 286.26 283.23 284.76 283.44 283.99 287.83 288.26 288.31 289.32 290.43 290.59 291.28 292.53 293.37 291.71 292.44 292.43 293.2 287.58 287.68 288.52 287.57 287.51 287.27 295.05 288.69 288.81 288.89 289.92 295.24 296.81 298.19 292.45 293.81 293.82 291.98 290.37 291.68 292.22 291.66 291.69 291.06 295.4 295.42 295.7 295.15 295.16 296.29
285.79 286.23 286.85 284.4 284.15 284.96 284.38 289.77 288.83 290.01 290.32 291.34 291.25 291.75 291.86 292.39 292.54 292.94 292.65 293.17 288.12 287.62 287.2 287.27 286.75 286.9 293.21 293.47 293.65 288.57 295.63 296.7 297.06 297.08 297.73 294.96 294.15 293.88 292.06 291.33 291.29 291.74 291.97 290.95 290.63 290.83 290.66 291.43 290.59 290.42
285.58 287.35 287.83 286.75 283.6 283.46 291.18 291.19 290.95 290.66 290.81 291.57 291.47 291.13 290.59 291.91 291.92 292.39 292.42 293.53 287.02 286.93 286.74 287.19 287.12 293.02 293.01 293.83 292.92 294.29 295.94 296.78 296.99 297.96 296.65 298.33 294.61 294.95 291.1 292.21 291.64 291.16 291.5 291.26 290.28 290.48 290.27 289.95 290.14 289.53
285.89 287.47 287.29 286.73 286.43 291.08 291.48 291.64 291.36 292.05 290.43 289.83 290.9 290.29 290.74 291.84 291.5 291.92 292.44 292.29 287.72 287.83 287.02 286.47 293.71 294.23 293.95 294.14 293.83 293.74 295.88 298.15 298.63 298.99 296.76 288.33 290.77 290.26 289.95 289.98 289.31 297.48 291.25 290.27 290.08 289.97 290.51 290.81 289.74 289.76
287.04 287.9 287.29 286.6 287.98 292.17 291.58 290.96 292.25 290.43 290.75 290.92 289.26 289.98 288.25 287.34 287.02 287.99 288.13 288.03 286.92 288.6 288.69 287.59 292.73 292.73 293.89 293.22 292.64 294.66 296.09 296.71 297.66 297.2 289.76 288.55 290.22 290.55 290.41 289.23 297.79 297.55 297.63 291.73 291.12 290.18 290.61 291.08 290.69 289.69
286.73 287.57 286.96 286.48 288.02 288.35 291.39 291.17 291.59 291.24 290.8 290.15 290.46 285.91 286.68 287.08 287.16 287.64 286.82 287.13 287.2 287.72 288.27 288.23 293.13 294.26 294.75 294.24 293.59 294.49 295.77 295.71 297.13 289.63 288.7 289.88 290.49 290.35 291.13 291.8 298.19 297.98 297.9 291.35 290.46 291.16 290.17 290.53 290.78 291.42
287.52 286.62 286.34 286.59 287.73 288.42 291.56 292.31 293.25 286.7 285.97 285.29 288.94 290.1 287.28 287.47 287.98 287.55 286.34 286.48 288.09 287.95 287.39 287.89 292.87 293.42 293.99 293.19 293.1 293.72 295.49 296.16 288.27 288.87 288.18 290.22 290.45 290.95 291.25 290.37 297.81 298.45 297.46 290.45 290.92 290.25 291.28 290.54 287.92 288.54
287.17 286.48 286.56 286.92 288.37 285.05 285.21 286.16 286.09 286.35 286.39 289.96 290.34 290.62 287.73 288.09 287.78 288.06 287.34 287.43 288.03 287.85 287.55 287.52 292.57 292.29 292.56 293.15 293.82 294.0 294.25 287.73 288.38 288.19 288.23 289.01 290.4 290.38 289.9 290.76 297.35 297.43 298.03 291.41 290.73 290.67 291.51 288.92 288.85 288.86
288.86 287.8 288.44 287.65 287.72 284.73 283.74 284.89 285.1 286.48 287.46 291.77 291.34 290.04 290.83 288.24 287.53 288.7 287.69 287.33 287.46 287.81 288.31 287.8 288.28 291.84 293.12 292.6 293.11 293.69 294.87 287.64 288.32 288.02 287.14 288.51 290.07 289.84 290.21 296.83 296.72 298.02 298.52 291.23 289.82 290.42 289.67 288.31 287.81 289.0
288.59 288.46 288.44 288.58 288.05 283.6 283.62 283.25 285.04 286.82 291.2 291.3 291.46 290.82 290.62 290.28 287.05 287.13 288.09 287.04 288.25 287.54 288.09 288.65 288.11 292.52 292.75 292.39 292.54 293.08 294.05 286.95 286.66 286.95 287.43 287.73 288.91 288.48 288.58 295.7 296.94 297.24 297.92 294.48 293.44 293.23 293.38 288.12 288.66 288.86
289.71 289.31 288.35 288.33 288.82 284.01 285.04 284.55 284.11 285.8 290.02 289.75 290.49 291.11 291.01 290.77 288.25 287.25 287.72 287.57 289.1 287.44 287.31 289.22 287.65 291.99 292.07 292.27 291.98 293.86 286.02 286.86 288.42 287.77 289.23 287.18 286.87 287.62 287.65 295.64 296.59 296.73 293.83 293.95 293.32 293.45 294.49 288.37 286.87 287.94
